event_id,active_year,date_prec,time_unique_id,date_start,date_end
407452,1,1,91,10.07.2014,10.07.2014
407453,1,1,92,10.07.2014,10.07.2014
408434,1,1,93,10.07.2014,10.07.2014
407513,1,1,94,11.07.2014,11.07.2014
407503,1,1,95,11.07.2014,11.07.2014
154666,1,2,96,11.07.2014,12.07.2014
154667,1,2,97,11.07.2014,12.07.2014
154690,1,1,98,12.07.2014,12.07.2014
407527,1,1,99,12.07.2014,12.07.2014
407529,1,1,100,12.07.2014,12.07.2014
407555,1,1,101,13.07.2014,13.07.2014
407573,1,1,102,13.07.2014,13.07.2014
407598,1,1,103,14.07.2014,14.07.2014
407615,1,1,104,14.07.2014,14.07.2014
407695,1,1,105,15.07.2014,15.07.2014
407696,1,1,106,15.07.2014,15.07.2014
154676,1,1,107,15.07.2014,15.07.2014
407710,1,1,108,16.07.2014,16.07.2014
407729,1,1,109,17.07.2014,17.07.2014
154679,1,1,110,17.07.2014,17.07.2014
407739,1,1,111,18.07.2014,18.07.2014
407740,1,1,112,18.07.2014,18.07.2014
407751,1,1,113,19.07.2014,19.07.2014
407752,1,1,114,19.07.2014,19.07.2014
154684,1,1,115,20.07.2014,20.07.2014
154683,1,1,116,21.07.2014,21.07.2014
407777,1,1,117,21.07.2014,21.07.2014
408080,1,1,118,21.07.2014,21.07.2014
408084,1,1,119,21.07.2014,21.07.2014
408085,1,1,120,21.07.2014,21.07.2014
408087,1,1,121,21.07.2014,21.07.2014
408093,1,1,122,22.07.2014,22.07.2014
408170,1,1,123,23.07.2014,23.07.2014
408159,1,1,124,23.07.2014,23.07.2014
408161,1,1,125,23.07.2014,23.07.2014
408166,1,1,126,23.07.2014,23.07.2014
408168,1,1,127,23.07.2014,23.07.2014
408179,1,1,128,24.07.2014,24.07.2014
408241,1,2,129,25.07.2014,26.07.2014
408227,1,1,130,25.07.2014,25.07.2014
408278,1,1,131,25.07.2014,25.07.2014
408238,1,1,132,26.07.2014,26.07.2014
408234,1,1,133,26.07.2014,26.07.2014
408277,1,1,134,26.07.2014,26.07.2014
154693,1,1,135,26.07.2014,26.07.2014
154692,1,1,136,27.07.2014,27.07.2014
155076,1,4,137,27.07.2014,10.08.2014
408255,1,1,138,27.07.2014,27.07.2014
408258,1,1,139,27.07.2014,27.07.2014
408261,1,1,140,27.07.2014,27.07.2014
408273,1,1,141,27.07.2014,27.07.2014
408253,1,1,142,27.07.2014,27.07.2014
417760,1,1,143,27.07.2014,27.07.2014
408280,1,1,144,28.07.2014,28.07.2014
408281,1,1,145,28.07.2014,28.07.2014
408291,1,1,146,28.07.2014,28.07.2014
408299,1,1,147,28.07.2014,28.07.2014
408303,1,5,148,28.07.2014,20.09.2014
408306,1,1,149,28.07.2014,28.07.2014
154696,1,2,150,28.07.2014,29.07.2014
154694,1,1,151,28.07.2014,28.07.2014
154697,1,1,152,29.07.2014,29.07.2014
154698,1,1,153,29.07.2014,29.07.2014
408318,1,1,154,30.07.2014,30.07.2014
408325,1,1,155,30.07.2014,30.07.2014
408334,1,1,156,30.07.2014,30.07.2014
408329,1,1,157,30.07.2014,30.07.2014
408406,1,1,158,31.07.2014,31.07.2014
408412,1,1,159,31.07.2014,31.07.2014
408421,1,1,160,31.07.2014,31.07.2014
154702,1,1,161,31.07.2014,31.07.2014
154703,1,2,162,31.07.2014,1.08.2014
408428,1,1,163,1.08.2014,1.08.2014
408430,1,1,164,1.08.2014,1.08.2014
408431,1,1,165,1.08.2014,1.08.2014
408441,1,1,166,1.08.2014,1.08.2014
408444,1,1,167,1.08.2014,1.08.2014
408447,1,1,168,1.08.2014,1.08.2014
408448,1,1,169,1.08.2014,1.08.2014
408460,1,1,170,2.08.2014,2.08.2014
408464,1,1,171,2.08.2014,2.08.2014
408465,1,1,172,2.08.2014,2.08.2014
408466,1,1,173,2.08.2014,2.08.2014
154707,1,2,174,2.08.2014,3.08.2014
154732,1,1,175,2.08.2014,2.08.2014
408497,1,1,176,3.08.2014,3.08.2014
408502,1,1,177,3.08.2014,3.08.2014
408487,1,1,178,4.08.2014,4.08.2014
408495,1,1,179,4.08.2014,4.08.2014
154847,1,1,180,5.08.2014,5.08.2014
154999,1,1,181,5.08.2014,5.08.2014
155000,1,2,182,5.08.2014,6.08.2014
410213,1,1,183,5.08.2014,5.08.2014
410216,1,1,184,5.08.2014,5.08.2014
410220,1,1,185,5.08.2014,5.08.2014
410223,1,1,186,5.08.2014,5.08.2014
410227,1,1,187,5.08.2014,5.08.2014
410232,1,1,188,5.08.2014,5.08.2014
410250,1,1,189,6.08.2014,6.08.2014
410672,1,1,190,6.08.2014,6.08.2014
410675,1,1,191,6.08.2014,6.08.2014
410679,1,2,192,6.08.2014,7.08.2014
410634,1,1,193,6.08.2014,6.08.2014
155003,1,2,194,6.08.2014,7.08.2014
155252,1,1,195,6.08.2014,6.08.2014
155005,1,1,196,7.08.2014,7.08.2014
410713,1,1,197,7.08.2014,7.08.2014
410717,1,1,198,7.08.2014,7.08.2014
410677,1,1,199,7.08.2014,7.08.2014
410722,1,1,200,7.08.2014,7.08.2014
410724,1,1,201,7.08.2014,7.08.2014
410725,1,1,202,7.08.2014,7.08.2014
411120,1,1,203,7.08.2014,7.08.2014
410759,1,1,204,8.08.2014,8.08.2014
410761,1,1,205,8.08.2014,8.08.2014
410870,1,1,206,8.08.2014,8.08.2014
410884,1,1,207,8.08.2014,8.08.2014
410929,1,1,208,9.08.2014,9.08.2014
410930,1,1,209,9.08.2014,9.08.2014
410933,1,1,210,9.08.2014,9.08.2014
410936,1,1,211,9.08.2014,9.08.2014
410882,1,1,212,9.08.2014,9.08.2014
419893,1,1,213,9.08.2014,9.08.2014
415148,1,4,214,10.08.2014,20.08.2014
155009,1,1,215,10.08.2014,10.08.2014
410976,1,1,216,10.08.2014,10.08.2014
410978,1,1,217,10.08.2014,10.08.2014
410985,1,1,218,10.08.2014,10.08.2014
410990,1,1,219,10.08.2014,10.08.2014
411063,1,2,220,10.08.2014,12.08.2014
417631,1,1,221,10.08.2014,10.08.2014
410987,1,1,222,11.08.2014,11.08.2014
411006,1,5,223,11.08.2014,28.09.2014
411016,1,4,224,12.08.2014,19.08.2014
411019,1,1,225,12.08.2014,12.08.2014
411058,1,1,226,12.08.2014,12.08.2014
411121,1,1,227,12.08.2014,12.08.2014
411126,1,1,228,12.08.2014,12.08.2014
411130,1,1,229,12.08.2014,12.08.2014
411112,1,1,230,12.08.2014,12.08.2014
411113,1,1,231,12.08.2014,12.08.2014
155016,1,2,232,12.08.2014,13.08.2014
415062,1,1,233,12.08.2014,12.08.2014
414867,1,1,234,13.08.2014,13.08.2014
414876,1,1,235,13.08.2014,13.08.2014
414877,1,1,236,13.08.2014,13.08.2014
414879,1,1,237,13.08.2014,13.08.2014
414882,1,1,238,13.08.2014,13.08.2014
414884,1,1,239,13.08.2014,13.08.2014
414885,1,1,240,13.08.2014,13.08.2014
414887,1,1,241,13.08.2014,13.08.2014
414889,1,1,242,13.08.2014,13.08.2014
414893,1,1,243,13.08.2014,13.08.2014
414895,1,1,244,13.08.2014,13.08.2014
155026,1,1,245,13.08.2014,13.08.2014
155109,1,1,246,13.08.2014,13.08.2014
411132,1,1,247,13.08.2014,13.08.2014
411135,1,1,248,13.08.2014,13.08.2014
411176,1,1,249,13.08.2014,13.08.2014
411180,1,1,250,13.08.2014,13.08.2014
411198,1,1,251,13.08.2014,13.08.2014
155039,1,1,252,14.08.2014,14.08.2014
155050,1,1,253,14.08.2014,14.08.2014
414919,1,1,254,14.08.2014,14.08.2014
414920,1,1,255,14.08.2014,14.08.2014
414934,1,1,256,14.08.2014,14.08.2014
414935,1,1,257,14.08.2014,14.08.2014
415079,1,2,258,15.08.2014,17.08.2014
414941,1,1,259,16.08.2014,16.08.2014
414942,1,1,260,16.08.2014,16.08.2014
414943,1,1,261,16.08.2014,16.08.2014
414944,1,1,262,16.08.2014,16.08.2014
414945,1,1,263,16.08.2014,16.08.2014
414946,1,1,264,16.08.2014,16.08.2014
414952,1,1,265,16.08.2014,16.08.2014
414990,1,1,266,16.08.2014,16.08.2014
414991,1,1,267,16.08.2014,16.08.2014
414992,1,1,268,16.08.2014,16.08.2014
414993,1,1,269,16.08.2014,16.08.2014
155058,1,2,270,16.08.2014,17.08.2014
415036,1,1,271,17.08.2014,17.08.2014
415047,1,1,272,17.08.2014,17.08.2014
415050,1,1,273,17.08.2014,17.08.2014
415051,1,1,274,17.08.2014,17.08.2014
415053,1,1,275,17.08.2014,17.08.2014
415054,1,1,276,17.08.2014,17.08.2014
415055,1,1,277,17.08.2014,17.08.2014
415056,1,1,278,17.08.2014,17.08.2014
415057,1,1,279,17.08.2014,17.08.2014
415058,1,1,280,17.08.2014,17.08.2014
415059,1,1,281,17.08.2014,17.08.2014
415060,1,1,282,17.08.2014,17.08.2014
415061,1,1,283,17.08.2014,17.08.2014
415066,1,1,284,17.08.2014,17.08.2014
415102,1,1,285,18.08.2014,18.08.2014
415103,1,1,286,18.08.2014,18.08.2014
415107,1,1,287,18.08.2014,18.08.2014
415109,1,1,288,18.08.2014,18.08.2014
415111,1,1,289,18.08.2014,18.08.2014
415334,1,1,290,18.08.2014,18.08.2014
155095,1,2,291,18.08.2014,20.08.2014
155096,1,2,292,19.08.2014,21.08.2014
155090,1,2,293,19.08.2014,20.08.2014
155091,1,1,294,19.08.2014,19.08.2014
415128,1,1,295,19.08.2014,19.08.2014
415130,1,1,296,19.08.2014,19.08.2014
415131,1,1,297,19.08.2014,19.08.2014
415132,1,1,298,19.08.2014,19.08.2014
415133,1,1,299,19.08.2014,19.08.2014
415134,1,1,300,19.08.2014,19.08.2014
415135,1,1,301,19.08.2014,19.08.2014
416839,1,4,302,19.08.2014,31.08.2014
415153,1,1,303,20.08.2014,20.08.2014
415142,1,1,304,20.08.2014,20.08.2014
415146,1,1,305,20.08.2014,20.08.2014
155098,1,2,306,20.08.2014,21.08.2014
415177,1,1,307,21.08.2014,21.08.2014
415180,1,1,308,21.08.2014,21.08.2014
415183,1,1,309,21.08.2014,21.08.2014
415186,1,1,310,21.08.2014,21.08.2014
415187,1,1,311,21.08.2014,21.08.2014
415162,1,1,312,21.08.2014,21.08.2014
415164,1,1,313,21.08.2014,21.08.2014
415165,1,1,314,21.08.2014,21.08.2014
415167,1,1,315,21.08.2014,21.08.2014
415172,1,1,316,21.08.2014,21.08.2014
415173,1,1,317,21.08.2014,21.08.2014
415174,1,1,318,21.08.2014,21.08.2014
415203,1,1,319,23.08.2014,23.08.2014
415207,1,1,320,23.08.2014,23.08.2014
415208,1,1,321,23.08.2014,23.08.2014
415210,1,1,322,23.08.2014,23.08.2014
415211,1,1,323,23.08.2014,23.08.2014
415212,1,1,324,23.08.2014,23.08.2014
415227,1,1,325,24.08.2014,24.08.2014
415228,1,1,326,24.08.2014,24.08.2014
415233,1,1,327,24.08.2014,24.08.2014
415236,1,1,328,24.08.2014,24.08.2014
415238,1,1,329,24.08.2014,24.08.2014
415239,1,1,330,24.08.2014,24.08.2014
415241,1,1,331,24.08.2014,24.08.2014
415245,1,1,332,24.08.2014,24.08.2014
415246,1,1,333,24.08.2014,24.08.2014
415247,1,1,334,24.08.2014,24.08.2014
415250,1,1,335,24.08.2014,24.08.2014
415222,1,1,336,24.08.2014,24.08.2014
415276,1,2,337,24.08.2014,25.08.2014
415277,1,1,338,25.08.2014,25.08.2014
415278,1,1,339,25.08.2014,25.08.2014
415279,1,1,340,25.08.2014,25.08.2014
415321,1,1,341,25.08.2014,25.08.2014
415275,1,1,342,25.08.2014,25.08.2014
415269,1,1,343,25.08.2014,25.08.2014
415271,1,1,344,25.08.2014,25.08.2014
415272,1,1,345,25.08.2014,25.08.2014
415254,1,1,346,25.08.2014,25.08.2014
415255,1,1,347,25.08.2014,25.08.2014
415256,1,1,348,25.08.2014,25.08.2014
415257,1,1,349,25.08.2014,25.08.2014
415258,1,1,350,25.08.2014,25.08.2014
415259,1,1,351,25.08.2014,25.08.2014
415260,1,1,352,25.08.2014,25.08.2014
415261,1,1,353,25.08.2014,25.08.2014
155103,1,2,354,25.08.2014,26.08.2014
415282,1,1,355,26.08.2014,26.08.2014
415292,1,1,356,26.08.2014,26.08.2014
415311,1,1,357,26.08.2014,26.08.2014
415313,1,1,358,26.08.2014,26.08.2014
416801,1,1,359,26.08.2014,26.08.2014
416804,1,1,360,27.08.2014,27.08.2014
415394,1,2,361,27.08.2014,29.08.2014
417899,1,2,362,27.08.2014,31.08.2014
415331,1,1,363,27.08.2014,27.08.2014
415332,1,1,364,27.08.2014,27.08.2014
415333,1,1,365,27.08.2014,27.08.2014
415335,1,1,366,27.08.2014,27.08.2014
415340,1,1,367,28.08.2014,28.08.2014
415341,1,1,368,28.08.2014,28.08.2014
415342,1,1,369,28.08.2014,28.08.2014
415343,1,1,370,28.08.2014,28.08.2014
415344,1,1,371,28.08.2014,28.08.2014
415345,1,1,372,28.08.2014,28.08.2014
415346,1,1,373,28.08.2014,28.08.2014
415347,1,1,374,28.08.2014,28.08.2014
415348,1,1,375,28.08.2014,28.08.2014
415349,1,1,376,28.08.2014,28.08.2014
415350,1,1,377,28.08.2014,28.08.2014
155108,1,1,378,28.08.2014,28.08.2014
415352,1,1,379,28.08.2014,28.08.2014
415353,1,1,380,28.08.2014,28.08.2014
415398,1,1,381,29.08.2014,29.08.2014
415399,1,1,382,29.08.2014,29.08.2014
415400,1,1,383,29.08.2014,29.08.2014
415401,1,1,384,29.08.2014,29.08.2014
415402,1,1,385,29.08.2014,29.08.2014
415424,1,1,386,29.08.2014,29.08.2014
415425,1,1,387,29.08.2014,29.08.2014
415429,1,1,388,29.08.2014,29.08.2014
415430,1,1,389,29.08.2014,29.08.2014
415431,1,1,390,29.08.2014,29.08.2014
415432,1,1,391,29.08.2014,29.08.2014
415434,1,1,392,29.08.2014,29.08.2014
415435,1,1,393,29.08.2014,29.08.2014
415436,1,1,394,29.08.2014,29.08.2014
415437,1,1,395,29.08.2014,29.08.2014
415438,1,1,396,29.08.2014,29.08.2014
415439,1,1,397,29.08.2014,29.08.2014
415441,1,1,398,29.08.2014,29.08.2014
415442,1,1,399,29.08.2014,29.08.2014
415444,1,1,400,29.08.2014,29.08.2014
415445,1,1,401,29.08.2014,29.08.2014
415446,1,1,402,29.08.2014,29.08.2014
415447,1,1,403,29.08.2014,29.08.2014
416755,1,1,404,29.08.2014,29.08.2014
415475,1,1,405,29.08.2014,29.08.2014
415476,1,1,406,29.08.2014,29.08.2014
415477,1,1,407,29.08.2014,29.08.2014
415478,1,1,408,29.08.2014,29.08.2014
415481,1,1,409,29.08.2014,29.08.2014
415492,1,1,410,29.08.2014,29.08.2014
415493,1,1,411,29.08.2014,29.08.2014
415494,1,1,412,29.08.2014,29.08.2014
415495,1,1,413,29.08.2014,29.08.2014
415496,1,1,414,29.08.2014,29.08.2014
415511,1,1,415,29.08.2014,29.08.2014
415513,1,1,416,29.08.2014,29.08.2014
415518,1,1,417,29.08.2014,29.08.2014
415519,1,1,418,29.08.2014,29.08.2014
415521,1,1,419,29.08.2014,29.08.2014
415523,1,1,420,29.08.2014,29.08.2014
415526,1,1,421,29.08.2014,29.08.2014
415527,1,1,422,29.08.2014,29.08.2014
415541,1,1,423,29.08.2014,29.08.2014
415542,1,1,424,29.08.2014,29.08.2014
415543,1,1,425,29.08.2014,29.08.2014
415544,1,1,426,29.08.2014,29.08.2014
415545,1,1,427,29.08.2014,29.08.2014
415546,1,1,428,29.08.2014,29.08.2014
415558,1,1,429,29.08.2014,29.08.2014
415560,1,1,430,29.08.2014,29.08.2014
415566,1,1,431,29.08.2014,29.08.2014
415567,1,1,432,29.08.2014,29.08.2014
415568,1,1,433,29.08.2014,29.08.2014
415570,1,1,434,29.08.2014,29.08.2014
415571,1,1,435,29.08.2014,29.08.2014
415572,1,1,436,29.08.2014,29.08.2014
415574,1,1,437,29.08.2014,29.08.2014
415575,1,1,438,29.08.2014,29.08.2014
415579,1,1,439,29.08.2014,29.08.2014
415582,1,1,440,29.08.2014,29.08.2014
415584,1,1,441,29.08.2014,29.08.2014
415585,1,1,442,29.08.2014,29.08.2014
416803,1,1,443,29.08.2014,29.08.2014
415483,1,1,444,29.08.2014,29.08.2014
415491,1,1,445,29.08.2014,29.08.2014
415599,1,1,446,29.08.2014,29.08.2014
415600,1,1,447,29.08.2014,29.08.2014
415601,1,1,448,29.08.2014,29.08.2014
415604,1,1,449,29.08.2014,29.08.2014
415605,1,1,450,29.08.2014,29.08.2014
415615,1,1,451,29.08.2014,29.08.2014
415616,1,1,452,29.08.2014,29.08.2014
415618,1,1,453,29.08.2014,29.08.2014
415619,1,1,454,29.08.2014,29.08.2014
415620,1,1,455,29.08.2014,29.08.2014
415621,1,1,456,29.08.2014,29.08.2014
415622,1,1,457,29.08.2014,29.08.2014
415630,1,1,458,29.08.2014,29.08.2014
415631,1,1,459,29.08.2014,29.08.2014
415634,1,1,460,29.08.2014,29.08.2014
415635,1,1,461,29.08.2014,29.08.2014
415638,1,1,462,29.08.2014,29.08.2014
415639,1,1,463,29.08.2014,29.08.2014
415646,1,1,464,29.08.2014,29.08.2014
415647,1,1,465,29.08.2014,29.08.2014
415649,1,1,466,29.08.2014,29.08.2014
415650,1,1,467,29.08.2014,29.08.2014
415652,1,1,468,29.08.2014,29.08.2014
415653,1,1,469,29.08.2014,29.08.2014
415655,1,1,470,29.08.2014,29.08.2014
415656,1,1,471,29.08.2014,29.08.2014
415659,1,1,472,29.08.2014,29.08.2014
415660,1,1,473,29.08.2014,29.08.2014
415661,1,1,474,29.08.2014,29.08.2014
415662,1,1,475,29.08.2014,29.08.2014
415663,1,1,476,29.08.2014,29.08.2014
415664,1,1,477,29.08.2014,29.08.2014
415665,1,1,478,29.08.2014,29.08.2014
415668,1,1,479,29.08.2014,29.08.2014
415669,1,1,480,29.08.2014,29.08.2014
415671,1,1,481,29.08.2014,29.08.2014
415673,1,1,482,29.08.2014,29.08.2014
415674,1,1,483,29.08.2014,29.08.2014
415675,1,1,484,29.08.2014,29.08.2014
415676,1,1,485,29.08.2014,29.08.2014
415677,1,1,486,29.08.2014,29.08.2014
415678,1,1,487,29.08.2014,29.08.2014
415679,1,1,488,29.08.2014,29.08.2014
415680,1,1,489,29.08.2014,29.08.2014
415681,1,1,490,29.08.2014,29.08.2014
415682,1,1,491,29.08.2014,29.08.2014
415684,1,1,492,29.08.2014,29.08.2014
415685,1,1,493,29.08.2014,29.08.2014
415686,1,1,494,29.08.2014,29.08.2014
415687,1,1,495,29.08.2014,29.08.2014
415688,1,1,496,29.08.2014,29.08.2014
415689,1,1,497,29.08.2014,29.08.2014
415690,1,1,498,29.08.2014,29.08.2014
415691,1,1,499,29.08.2014,29.08.2014
415692,1,1,500,29.08.2014,29.08.2014
415693,1,1,501,29.08.2014,29.08.2014
415695,1,1,502,29.08.2014,29.08.2014
415696,1,1,503,29.08.2014,29.08.2014
415697,1,1,504,29.08.2014,29.08.2014
415698,1,1,505,29.08.2014,29.08.2014
415699,1,1,506,29.08.2014,29.08.2014
415700,1,1,507,29.08.2014,29.08.2014
415702,1,1,508,29.08.2014,29.08.2014
415703,1,1,509,29.08.2014,29.08.2014
415709,1,1,510,29.08.2014,29.08.2014
415710,1,1,511,29.08.2014,29.08.2014
415712,1,1,512,29.08.2014,29.08.2014
415713,1,1,513,29.08.2014,29.08.2014
415716,1,1,514,29.08.2014,29.08.2014
415718,1,1,515,29.08.2014,29.08.2014
415719,1,1,516,29.08.2014,29.08.2014
415720,1,1,517,29.08.2014,29.08.2014
415721,1,1,518,29.08.2014,29.08.2014
415722,1,1,519,29.08.2014,29.08.2014
415723,1,1,520,29.08.2014,29.08.2014
415724,1,1,521,29.08.2014,29.08.2014
415727,1,1,522,29.08.2014,29.08.2014
415729,1,1,523,29.08.2014,29.08.2014
415732,1,1,524,29.08.2014,29.08.2014
415733,1,1,525,29.08.2014,29.08.2014
415734,1,1,526,29.08.2014,29.08.2014
415735,1,1,527,29.08.2014,29.08.2014
415771,1,1,528,29.08.2014,29.08.2014
415772,1,1,529,29.08.2014,29.08.2014
415773,1,1,530,29.08.2014,29.08.2014
415774,1,1,531,29.08.2014,29.08.2014
415775,1,1,532,29.08.2014,29.08.2014
415776,1,1,533,29.08.2014,29.08.2014
415777,1,1,534,29.08.2014,29.08.2014
415778,1,1,535,29.08.2014,29.08.2014
415779,1,1,536,29.08.2014,29.08.2014
415780,1,1,537,29.08.2014,29.08.2014
415781,1,1,538,29.08.2014,29.08.2014
415782,1,1,539,29.08.2014,29.08.2014
415783,1,1,540,29.08.2014,29.08.2014
415784,1,1,541,29.08.2014,29.08.2014
415785,1,1,542,29.08.2014,29.08.2014
415786,1,1,543,29.08.2014,29.08.2014
415787,1,1,544,29.08.2014,29.08.2014
415788,1,1,545,29.08.2014,29.08.2014
416536,1,1,546,29.08.2014,29.08.2014
416539,1,1,547,29.08.2014,29.08.2014
416540,1,1,548,29.08.2014,29.08.2014
416544,1,1,549,29.08.2014,29.08.2014
416546,1,1,550,29.08.2014,29.08.2014
416547,1,1,551,29.08.2014,29.08.2014
416549,1,1,552,29.08.2014,29.08.2014
416550,1,1,553,29.08.2014,29.08.2014
416551,1,1,554,29.08.2014,29.08.2014
416554,1,1,555,29.08.2014,29.08.2014
416555,1,1,556,29.08.2014,29.08.2014
416562,1,1,557,29.08.2014,29.08.2014
416563,1,1,558,29.08.2014,29.08.2014
416564,1,1,559,29.08.2014,29.08.2014
416568,1,1,560,29.08.2014,29.08.2014
416570,1,1,561,29.08.2014,29.08.2014
416571,1,1,562,29.08.2014,29.08.2014
416572,1,1,563,29.08.2014,29.08.2014
416573,1,1,564,29.08.2014,29.08.2014
416574,1,1,565,29.08.2014,29.08.2014
416589,1,1,566,29.08.2014,29.08.2014
416590,1,1,567,29.08.2014,29.08.2014
416594,1,1,568,29.08.2014,29.08.2014
416612,1,1,569,29.08.2014,29.08.2014
416613,1,1,570,29.08.2014,29.08.2014
416614,1,1,571,29.08.2014,29.08.2014
416616,1,1,572,29.08.2014,29.08.2014
416621,1,1,573,29.08.2014,29.08.2014
416622,1,1,574,29.08.2014,29.08.2014
416623,1,1,575,29.08.2014,29.08.2014
416637,1,1,576,29.08.2014,29.08.2014
416639,1,1,577,29.08.2014,29.08.2014
416641,1,1,578,29.08.2014,29.08.2014
416643,1,1,579,29.08.2014,29.08.2014
416646,1,1,580,29.08.2014,29.08.2014
416647,1,1,581,29.08.2014,29.08.2014
416650,1,1,582,29.08.2014,29.08.2014
416652,1,1,583,29.08.2014,29.08.2014
416653,1,1,584,29.08.2014,29.08.2014
416689,1,1,585,29.08.2014,29.08.2014
416690,1,1,586,29.08.2014,29.08.2014
416691,1,1,587,29.08.2014,29.08.2014
416701,1,1,588,29.08.2014,29.08.2014
416702,1,1,589,29.08.2014,29.08.2014
416704,1,1,590,29.08.2014,29.08.2014
416723,1,1,591,29.08.2014,29.08.2014
416724,1,1,592,29.08.2014,29.08.2014
416726,1,1,593,29.08.2014,29.08.2014
416730,1,1,594,29.08.2014,29.08.2014
416731,1,1,595,29.08.2014,29.08.2014
416735,1,1,596,29.08.2014,29.08.2014
416738,1,1,597,29.08.2014,29.08.2014
416739,1,1,598,29.08.2014,29.08.2014
415386,1,1,599,29.08.2014,29.08.2014
415388,1,1,600,29.08.2014,29.08.2014
415389,1,1,601,29.08.2014,29.08.2014
415390,1,1,602,29.08.2014,29.08.2014
415391,1,1,603,29.08.2014,29.08.2014
415392,1,1,604,29.08.2014,29.08.2014
415393,1,1,605,29.08.2014,29.08.2014
415372,1,1,606,29.08.2014,29.08.2014
