id,unique_,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,priogrid_gid,country_id
NULL,asd,NULL,#loc+name,NULL,#adm1+name,#adm2+name,#geo+lat,#geo+lon,NULL,NULL
416818,621,2,Pisky village,"near Pisky village, Donetsk",Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
416808,622,2,Berdyanske village,"near Berdyansk village, Volnovakha district, Donetsk region",Donetsk oblast,Telmanove raion,47.089448,37.786742,197716,369
416809,623,2,Ilovaisk town,"near Ilovaisk town, Donetsk",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
416811,624,2,Ilovaisk town,"near Ilovaisk town, Donetsk",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
417030,625,2,Savur-Mohyla monument,Near Saur Mohyla monument,Donetsk oblast,Shaktarsk raion,47.922986,38.740539,198438,369
417165,626,2,Ilovaisk town,The encirclement of Ilovaisk,Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
417011,627,2,Sakhanka village,"near Sahanka village, Novoazovsky district, Donetsk region",Donetsk oblast,Novoazovsk raion,47.128548,37.860607,197716,369
417013,628,1,Vasylivka village,"Vasilyevka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.175833,37.859444,199156,369
417008,629,1,Chervonosilske village,"Chervonosilske village, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.822086,38.226669,198437,369
155250,630,1,Yenakiieve town,Yenakiyevo town,Donetsk oblast,Yenakiieve City municipality,48.216667,38.2,199157,369
155251,631,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
417107,632,2,Ilovaisk town,"near Ilovaisk village, Donetsk",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
417433,633,5,Donets Basin Area,Donets basin area,NULL,NULL,48.15,38.65,199158,369
417554,634,5,Donets Basin Area,Donets basin area,NULL,NULL,48.15,38.65,199158,369
417141,635,2,Opytne village,"military camp No. 13, Opytne village, Yasinuvatska district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.096377,37.72225,199156,369
417142,636,2,Pisky village,"near Pisky village, Donetsk",Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
417143,637,2,Andreevka village,"near Andrivka village, Donetsk",Donetsk oblast,Telmanove raion,47.457993,37.65493,197716,369
417146,638,1,Kramatorsk town,"near the Mariupol metro station, Mariupol town, Donetks",Donetsk oblast,Kramatorsk raion,48.716667,37.533333,199876,369
417147,639,2,Vuhledar village,"near Vuhledar village, Donetsk",Donetsk oblast,Telmanove raion,47.780554,37.248233,198435,369
417157,640,2,Maloorlivka,"near the village of Maloorlivka, Shakhtyor district, Donetsk region",Donetsk oblast,Shaktarsk raion,48.186544,38.347773,199157,369
155253,641,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
155255,642,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
417158,643,2,Telmanove town,"near Telmanovo town, Donetsk region",Donetsk oblast,Telmanove raion,47.411805,38.014571,197717,369
417159,644,2,Myrne village,"near Myrne village, Donetsk",Donetsk oblast,Telmanove raion,47.424013,37.728394,197716,369
417163,645,2,Marinka town,"near Marinka, Donetsk",Donetsk oblast,Marinka City municipality,47.941669,37.504218,198436,369
417400,646,2,Shyrokyne village,"in the area of Shyrokyne village, Donetsk",Donetsk oblast,Novoazovsk raion,47.094565,37.815639,197716,369
417290,647,3,Telmanove raion,"near the village of Kominternovo, Volnovakha district, Donetsk region",Donetsk oblast,Telmanove raion,47.604978,37.456175,198435,369
155259,648,1,Mariupol town,Mariupol town,Donetsk oblast,Mariupol City municipality,47.095833,37.549444,197716,369
417406,649,2,Mariupol town,"in the area of Mariupol, Donetsk region",Donetsk oblast,Mariupol City municipality,47.095833,37.549444,197716,369
417409,650,2,Yasnohirka village,"near the village of Yasnogorka, Kramatorsk City Council, Donetsk region",Donetsk oblast,Kramatorsk raion,48.750809,37.573717,199876,369
417426,651,2,Vuhlehirsk village,"Vuhlehirsk village, Donetksk",Donetsk oblast,Horlivka City municipality,48.313148,38.277561,199157,369
417429,652,2,Petrivske village,"near Petrivske village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,49.335373,39.137793,200599,369
417442,653,2,Betmanove,"near Betmanove village, Yasinuvatska district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.197727,37.907686,199156,369
417449,654,1,Donetsk International airport,Donetsk airport,Donetsk oblast,Donetsk City municipality,48.075,37.725556,199156,369
417522,655,2,Permovaiske village,"near the village of Pervomaiske, Yasynuvata district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.09152,37.606989,199156,369
417523,656,2,Permovaiske village,"near the village of Pervomaiske, Yasynuvata district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.09152,37.606989,199156,369
417524,657,2,Permovaiske village,"near the village of Pervomaiske, Yasynuvata district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.09152,37.606989,199156,369
417525,658,2,Permovaiske village,"near the village of Pervomaiske, Yasynuvata district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.09152,37.606989,199156,369
417526,659,2,Permovaiske village,"near the village of Pervomaiske, Yasynuvata district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.09152,37.606989,199156,369
417527,660,2,Permovaiske village,"near the village of Pervomaiske, Yasynuvata district, Donetsk region",Donetsk oblast,Yasynuvata raion,48.09152,37.606989,199156,369
155267,661,1,Donetsk town,Donetsk town,Donetsk oblast,Donetsk City municipality,48,37.805278,199156,369
417528,662,2,Debaltseve town,"near Debaltseve town, Donetsk",Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
417534,663,2,Hranitne town,"near Granite village, Volnovakha district, Donetsk region",Donetsk oblast,Telmanove raion,47.454602,37.864028,197716,369
153151,664,1,Luhansk town,Luhansk town,Luhansk oblast,Luhansk City municipality,48.566667,39.3,199879,369
155081,665,4,Luhansk oblast,Luhansk oblast,Luhansk oblast,NULL,48.92,39.02,199879,369
154701,666,1,Luhansk town,Lugansk town,Luhansk oblast,Luhansk City municipality,48.566667,39.3,199879,369
400194,667,2,Rubizhne town,near Rubizhne in the Luhansk region,Luhansk oblast,Rubizhne City municipality,49.01,38.3714,200597,369
154042,668,1,Pryvillya town,Privolye/Pryvillya town,Luhansk oblast,Popasna raion,49.0142,38.3,200597,369
154048,669,1,Novoaidar town,Novoaidar town,Luhansk oblast,Novoaidar raion,48.97,39,199879,369
154063,670,1,Luhansk town,Lugansk town,Luhansk oblast,Luhansk City municipality,48.566667,39.3,199879,369
154065,671,1,Luhansk town,Lugansk town,Luhansk oblast,Luhansk City municipality,48.566667,39.3,199879,369
407071,672,4,Luhansk oblast,c. Lugansk,Luhansk oblast,NULL,48.92,39.02,199879,369
407132,673,4,Luhansk oblast,in Luhansk Oblast,Luhansk oblast,NULL,48.92,39.02,199879,369
407130,674,2,Makarove village,"near the village of Makarove, Stanychno-Luhansk district, Luhansk region",Luhansk oblast,Stanychno-Luhansk raion,48.678892,39.516218,199880,369
154073,675,1,IL-76 crash site,near the airport of the rebel stronghold city of Lugansk,Luhansk oblast,Krasnodon raion,48.398394,39.479525,199159,369
154161,676,1,Luhansk town,Luhansk town,Luhansk oblast,Luhansk City municipality,48.566667,39.3,199879,369
426046,677,2,Stanytsia Luhanska village,on the outskirts of Stanytsia Luhanska,Luhansk oblast,Luhansk City municipality,48.694329,39.453292,199879,369
407162,678,1,Metalist village,"Metalist, Slovyanoserbskiy district, Luhansk region",Luhansk oblast,Slovianoserbsk raion,48.622034,39.281965,199879,369
407168,679,2,Shchastya town,"near the town of Shchastya, Luhansk region",Luhansk oblast,Stanychno-Luhansk raion,48.721895,39.25145,199879,369
407197,680,2,Makarove village,"near the village of Makarovo, Luhansk region",Luhansk oblast,Stanychno-Luhansk raion,48.678892,39.516218,199880,369
407198,681,2,Makarove village,"village Makarov Stanichno Luhansk region, Luhansk region",Luhansk oblast,Stanychno-Luhansk raion,48.678892,39.516218,199880,369
407311,682,2,Olenivka village,"near the village of Olenevka, Luhansk region",Luhansk oblast,Perevalsk raion,48.40726,38.57388,199158,369
418935,683,2,Peredelsk village,"in the village of Peredelsk, Stanichno-Lugansky district, Luhansk region",Luhansk oblast,Stanychno-Luhansk raion,48.757115,39.148348,199879,369
407328,684,2,Shchastya town,"near the town of Shchastya, Luhansk region",Luhansk oblast,Stanychno-Luhansk raion,48.721895,39.25145,199879,369
407339,685,2,Panchenkove village,"in the area of ??the village. Panchenkove, Sverdlovsk district, Luhansk region",Luhansk oblast,Sverdlovsk raion,48.04309,39.76927,199160,369
154674,686,1,Stanytsia Luhanska village,Stanysa Luganska village,Luhansk oblast,Luhansk City municipality,48.694329,39.453292,199879,369
407372,687,2,Luhansk town,Luhansk; at his home [within 20 minutes of] 'near the Zhovtnevy District Police Department',Luhansk oblast,Luhansk City municipality,48.566667,39.3,199879,369
407376,688,2,Nyzhnya Vilkhova village,"near the village of Nizhnyaya Olkhovaya, Luhansk region; OR Nyzhnie Vilkhova",Luhansk oblast,Stanychno-Luhansk raion,48.737974,39.573,199880,369
407406,689,2,Luhansk town,"near the village of Velyka Verhunka, Luhansk region",Luhansk oblast,Luhansk City municipality,48.566667,39.3,199879,369
154414,690,5,Donets Basin Area,in eastern Ukraine,NULL,NULL,48.15,38.65,199158,369
407411,691,1,Shchastya town,"Shchastya, Luhansk region; on the commandant's office of the city of Happiness near Luhansk",Luhansk oblast,Stanychno-Luhansk raion,48.721895,39.25145,199879,369
407412,692,2,Shchastya town,near the town of Shchastya near Luhansk,Luhansk oblast,Stanychno-Luhansk raion,48.721895,39.25145,199879,369
407415,693,2,Vesela Hora village,"Slovyanoserbskiy district, Luhansk region [...] near the settlement of Veselaya Gora, Luhansk region",Luhansk oblast,Slovianoserbsk raion,48.710895,39.249501,199879,369
407416,694,2,Stukalova Balka village,a checkpoint near the village of Stukalova Balka near Luhansk,Luhansk oblast,Slovianoserbsk raion,48.643673,39.293325,199879,369
154655,695,4,Luhansk oblast,Luhansk Oblast,Luhansk oblast,NULL,48.92,39.02,199879,369
154637,696,1,Muratove village,"Muratova near Lugansk; village Muratov, Novoaydarsky district, Luhansk region",Luhansk oblast,Novoaidar raion,48.80699,38.735538,199878,369
154641,697,2,Dolzhanskiy border post,Dolzhanskiy village/border post; On the road near the state border south of the checkpoint,Luhansk oblast,Sverdlovsk raion,47.848613,39.751691,198440,369
154654,698,2,Zelenopillya village,Zelenopillya town,Luhansk oblast,Sverdlovsk raion,47.914775,39.471546,198439,369
154669,699,2,Perevalsk town,near Perevalsk,Luhansk oblast,Perevalsk raion,48.440496,38.815079,199158,369
154661,700,1,Luhansk town,Luhansk town,Luhansk oblast,Luhansk City municipality,48.566667,39.3,199879,369
407508,701,2,Oleksandrivsk village,in the area of the settlement of Aleksandrovka (near Lugansk); near Oleksandrivsk near Luhansk,Luhansk oblast,Luhansk City municipality,48.587,39.184193,199879,369
407454,702,4,Luhansk oblast,in Luhansk,Luhansk oblast,NULL,48.92,39.02,199879,369
407456,703,2,Dolzhanskiy border post,near the Dovzhansky checkpoint,Luhansk oblast,Sverdlovsk raion,47.848613,39.751691,198440,369
407457,704,2,Chervonopartyzansk town,"near the town of Chervonopartyzansk (Sverdlovsk), Luhansk region",Luhansk oblast,Sverdlovsk raion,48.076422,39.785044,199160,369
407530,705,1,Porichchya village,"in the village of Porechye, Krasnodon district, Luhansk region",Luhansk oblast,Krasnodon raion,48.26588,39.78973,199160,369
407531,706,2,Zhovte village,"near the village. Zhovte, Slavyanoserbsky district, Luhansk region",Luhansk oblast,Slovianoserbsk raion,48.648274,39.110616,199879,369
154662,707,1,Dyakove village,Dyakove village,Luhansk oblast,Antrasyt raion,47.95,39.14,198439,369
154665,708,1,Nyzhnoderevechka village,Nyzhnoderevechka village,Luhansk oblast,Krasnodon raion,48.215,39.7755,199160,369
154672,709,1,Oleksandrivsk village,Alexandrovka village,Luhansk oblast,Luhansk City municipality,48.587,39.184193,199879,369
407562,710,2,Vesela Hora village,"near the village of Vesela Hora, Slavyanoserbskyi district",Luhansk oblast,Slovianoserbsk raion,48.710895,39.249501,199879,369
407568,711,2,Luhansk airport,Luhansk airport,Luhansk oblast,Lutuhynskyi raion,48.417384,39.374681,199159,369
407580,712,2,Porichchya village,a checkpoint near the border village of Porechye (Krasnodon district) Luhansk region,Luhansk oblast,Krasnodon raion,48.26588,39.78973,199160,369
420128,713,2,Luhansk airport,Luhansk airport,Luhansk oblast,Lutuhynskyi raion,48.417384,39.374681,199159,369
407611,714,2,Cheremshyne village,"near the village of Cheremshyne, Luhansk region.",Luhansk oblast,Sverdlovsk raion,48.167374,39.85471,199160,369
154677,715,1,AN-26 crash site,"Davido-Nikolsk; near the village of Davydo-Nikolskoye, Luhansk region.",Luhansk oblast,Krasnodon raion,48.498025,39.829269,199160,369
407697,716,2,Oleksandrivka village,"near the village of Aleksandrovka, Sverdlovsk district, Luhansk region",Luhansk oblast,Sverdlovsk raion,48.071213,39.747667,199160,369
407699,717,2,Provallya village,"near the village. Provalie, Sverdlovsk region, Luhansk region.; near the village of Abyss [This is a mistranscription of Provalie], Sverdlovsk region, Luhansk region",Luhansk oblast,Sverdlovsk raion,48.128607,39.794032,199160,369
407714,718,2,Yuhanivka village,"village Yuhanivka, Stanychno Luhansk region, Luhansk region",Luhansk oblast,Stanychno-Luhansk raion,48.682026,39.711704,199880,369
407721,719,1,Luhansk airport,near the terminal of Lugansk International Airport near the fire department,Luhansk oblast,Lutuhynskyi raion,48.417384,39.374681,199159,369
407738,720,5,Border between Artemivskyi raion (in Donetsk obl.) and Popasnianskyi raion (in Luhansk obl.),"on the outskirts of Artemivsk, Donetsk region, in the direction of m. Popasnoye, Luhansk region",NULL,NULL,48.624,38.244,199877,369
407743,721,2,Lysychansk town,near Lisichansk in the Luhansk region,Luhansk oblast,Lysychanska raion,48.910332,38.422454,199877,369
407747,722,1,Luhansk airport,Luhansk airport,Luhansk oblast,Lutuhynskyi raion,48.417384,39.374681,199159,369
407749,723,2,Dyakove village,"near the village of Dyakove, Antratsyt district, Luhansk region.",Luhansk oblast,Antrasyt raion,47.95,39.14,198439,369
407755,724,1,Heorhiivka village,"Georgiyivka township, Lutuhyn district, Luhansk region",Luhansk oblast,Lutuhynskyi raion,48.429656,39.270321,199159,369
407761,725,1,Luhansk town,"on Sovetskaya Street in Luhansk, near the monument "" Truzhenik Luganskaya""",Luhansk oblast,Luhansk City municipality,48.566667,39.3,199879,369
407762,726,1,Luhansk airport,"near Lugansk, breaking through the enemy ring near the airport; near the Luhansk airport",Luhansk oblast,Lutuhynskyi raion,48.417384,39.374681,199159,369
414811,727,1,Shchastya town,"Shchastya town, Luhansk oblast",Luhansk oblast,Stanychno-Luhansk raion,48.721895,39.25145,199879,369
154687,728,1,Severodonetsk town,Severodonetsk town,Luhansk oblast,Severodonetsk City municipality,48.933333,38.5,199878,369
407763,729,2,Lysychansk town,"near the town of Lysychansk, Luhansk region",Luhansk oblast,Lysychanska raion,48.910332,38.422454,199877,369
407767,730,2,Heorhiivka village,"near the village of Georgievka, Lutuginsky district, Luhansk region; in the area of the village of Georgiyevka, Lutuginsky district, Luhansk region",Luhansk oblast,Lutuhynskyi raion,48.429656,39.270321,199159,369
408140,731,1,Vesela Hora village,"in the village of Vesela Hora, Starobilskyi district, Luhansk region",Luhansk oblast,Slovianoserbsk raion,48.710895,39.249501,199879,369
