id,unique_,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,priogrid_gid,country_id
NULL,asd,NULL,#loc+name,NULL,#adm1+name,#adm2+name,#geo+lat,#geo+lon,NULL,NULL
415582,440,2,Chumaki village,"near Chumak village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.785527,38.116142,198437,369
415584,441,2,Chumaki village,"near Chumak village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.785527,38.116142,198437,369
415585,442,2,Chumaki village,"near Chumak village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.785527,38.116142,198437,369
416803,443,2,Chervonosilske village,near In the area of Chervonosilske village,Donetsk oblast,Amvrosiivka raion,47.822086,38.226669,198437,369
415483,444,2,Chervonosilske village,"near Chervonosilske village, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.822086,38.226669,198437,369
415491,445,2,Chervonosilske village,"near Chervonosilske village, Amvrosievsky region Donetsk region",Donetsk oblast,Amvrosiivka raion,47.822086,38.226669,198437,369
415599,446,2,Andreevka village,"near the village of Andreevka, Telmanove district, Donetsk region",Donetsk oblast,Telmanove raion,47.457993,37.65493,197716,369
415600,447,2,Novokaterynivka village,road between the village of Novokaterinivkoyu and the village of Horbatenko,Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415601,448,1,Horbatenko village,"Village of Gorbatenko, Donetsk oblast",Donetsk oblast,Starobesheve raion,47.76078,38.094582,198437,369
415604,449,1,Horbatenko village,"Village of Gorbatenko, Donetsk oblast",Donetsk oblast,Starobesheve raion,47.76078,38.094582,198437,369
415605,450,2,Horbatenko village,"near Village of Gorbatenko, Donetsk oblast",Donetsk oblast,Starobesheve raion,47.76078,38.094582,198437,369
415615,451,2,Horbatenko village,road between the village of Novokaterinivkoyu and the village of Horbatenko,Donetsk oblast,Starobesheve raion,47.76078,38.094582,198437,369
415616,452,2,Horbatenko village,road between the village of Novokaterinivkoyu and the village of Horbatenko,Donetsk oblast,Starobesheve raion,47.76078,38.094582,198437,369
415618,453,1,Horbatenko village,"Village of Gorbatenko, Donetsk oblast",Donetsk oblast,Starobesheve raion,47.76078,38.094582,198437,369
415619,454,2,Horbatenko village,road between the village of Novokaterinivkoyu and the village of Horbatenko,Donetsk oblast,Starobesheve raion,47.76078,38.094582,198437,369
415620,455,1,Horbatenko village,"Village of Gorbatenko, Donetsk oblast",Donetsk oblast,Starobesheve raion,47.76078,38.094582,198437,369
415621,456,2,Horbatenko village,"near Village of Gorbatenko, Donetsk oblast",Donetsk oblast,Starobesheve raion,47.76078,38.094582,198437,369
415622,457,1,Horbatenko village,"Village of Gorbatenko, Donetsk oblast",Donetsk oblast,Starobesheve raion,47.76078,38.094582,198437,369
415630,458,2,Horbatenko village,"near Village of Gorbatenko, Donetsk oblast",Donetsk oblast,Starobesheve raion,47.76078,38.094582,198437,369
415631,459,2,Horbatenko village,"near Village of Gorbatenko, Donetsk oblast",Donetsk oblast,Starobesheve raion,47.76078,38.094582,198437,369
415634,460,1,Horbatenko village,"Village of Gorbatenko, Donetsk oblast",Donetsk oblast,Starobesheve raion,47.76078,38.094582,198437,369
415635,461,2,Mnohopillya village,road between the village of Mnogopillya and the village of Chervonosilske,Donetsk oblast,Amvrosiivka raion,47.859721,38.219754,198437,369
415638,462,2,Mnohopillya village,road between the village of Mnogopillya and the village of Chervonosilske,Donetsk oblast,Amvrosiivka raion,47.859721,38.219754,198437,369
415639,463,2,Mnohopillya village,road between the village of Mnogopillya and the village of Chervonosilske,Donetsk oblast,Amvrosiivka raion,47.859721,38.219754,198437,369
415646,464,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415647,465,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415649,466,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415650,467,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415652,468,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415653,469,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415655,470,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415656,471,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415659,472,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415660,473,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415661,474,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415662,475,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415663,476,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415664,477,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415665,478,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415668,479,2,Chervonosilske village,"near Chervonosilsky village, Donetsk oblast",Donetsk oblast,Amvrosiivka raion,47.822086,38.226669,198437,369
415669,480,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415671,481,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415673,482,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415674,483,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415675,484,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415676,485,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415677,486,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415678,487,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415679,488,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415680,489,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415681,490,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415682,491,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415684,492,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415685,493,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415686,494,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415687,495,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415688,496,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415689,497,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415690,498,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415691,499,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415692,500,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415693,501,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415695,502,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415696,503,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415697,504,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415698,505,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415699,506,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415700,507,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415702,508,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415703,509,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415709,510,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415710,511,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415712,512,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415713,513,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415716,514,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415718,515,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415719,516,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415720,517,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415721,518,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415722,519,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415723,520,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415724,521,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415727,522,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415729,523,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415732,524,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415733,525,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415734,526,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415735,527,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415771,528,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415772,529,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415773,530,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415774,531,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415775,532,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415776,533,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415777,534,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415778,535,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415779,536,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415780,537,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415781,538,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415782,539,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415783,540,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415784,541,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415785,542,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415786,543,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415787,544,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
415788,545,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416536,546,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416539,547,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416540,548,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416544,549,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416546,550,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416547,551,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416549,552,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416550,553,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416551,554,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416554,555,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416555,556,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416562,557,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416563,558,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416564,559,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416568,560,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416570,561,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416571,562,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416572,563,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416573,564,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416574,565,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416589,566,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416590,567,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416594,568,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416612,569,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416613,570,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416614,571,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416616,572,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416621,573,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416622,574,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416623,575,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416637,576,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416639,577,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416641,578,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416643,579,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416646,580,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416647,581,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416650,582,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416652,583,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416653,584,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416689,585,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416690,586,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416691,587,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416701,588,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416702,589,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416704,590,1,Novokaterynivka village,"Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416723,591,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416724,592,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416726,593,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416730,594,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416731,595,2,Novokaterynivka village,"near Novokaterynivka village, Starobeshivskiy district, Donetsk region",Donetsk oblast,Starobesheve raion,47.7263,38.1084,198437,369
416735,596,2,Pobeda village,"near Pobeda village, Donetsk",Donetsk oblast,Snizhne City municipality,47.978667,38.802594,198438,369
416738,597,2,Pobeda village,"near Pobeda village, Donetsk",Donetsk oblast,Snizhne City municipality,47.978667,38.802594,198438,369
416739,598,2,Pobeda village,"near Pobeda village, Donetsk",Donetsk oblast,Snizhne City municipality,47.978667,38.802594,198438,369
415386,599,2,Ilovaisk town,"near Iloviaks town, Donetsk",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415388,600,2,Ilovaisk town,"near Iloviaks town, Donetsk",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415389,601,2,Ilovaisk town,"near Iloviaks town, Donetsk",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415390,602,2,Ilovaisk town,"near Iloviaks town, Donetsk",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415391,603,2,Komsomolskoye village,"near Komsomolskoye village, Donetsk",Donetsk oblast,Starobesheve raion,47.667028,38.069125,198437,369
415392,604,2,Starobesheve town,"near Starobeshevo town, Donetsk",Donetsk oblast,Starobesheve raion,47.753178,38.031628,198437,369
415393,605,2,Volnovakha town,"near Volnovaha Town, Donetsk region",Donetsk oblast,Telmanove raion,47.595,37.4825,198435,369
415372,606,2,Ilovaisk town,8 km south of Ilovaysk city. Donetsk region,Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415373,607,2,Ilovaisk town,near Ilovaysk city. Donetsk region,Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415374,608,2,Ilovaisk town,"near Ilovaisk town, Donetsk",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415375,609,2,Ilovaisk town,"near Iloviaks town, Donetsk",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415377,610,2,Ilovaisk town,"near Iloviaks town, Donetsk",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
415378,611,2,Ilovaisk town,"near Iloviaks town, Donetsk",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
417582,612,2,Ilovaisk town,"near Ilovaisk village, Donetsk",Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
416800,613,5,Donets Basin Area,Donets basin area,NULL,NULL,48.15,38.65,199158,369
429192,614,2,Ilovaisk town,NULL,Donetsk oblast,Amvrosiivka raion,47.926,38.194,198437,369
416758,615,2,Chervonosilske village,near Chervonosilske village,Donetsk oblast,Amvrosiivka raion,47.822086,38.226669,198437,369
416759,616,2,Pisky village,"near Pisky village, Donetsk",Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
416776,617,2,Bezimenne village,Sea 3 miles from Bezimenne village,Donetsk oblast,Novoazovsk raion,47.105141,37.935054,197716,369
416777,618,2,Debaltseve town,"near Debaltseve town, Donetsk region",Donetsk oblast,Debaltseve City municipality,48.333333,38.4,199157,369
416798,619,2,Mariupol town,"near Mariupol town, Donetks",Donetsk oblast,Mariupol City municipality,47.095833,37.549444,197716,369
416817,620,1,Pisky village,"Pisky village, Donetsk",Donetsk oblast,Yasynuvata raion,48.06087,37.681397,199156,369
